latitude,longitude,date,count
32.5,-117,1987-01-04,21
32.5,-117,1987-01-05,21
32.5,-117,1987-01-28,13
32.5,-117,1987-02-09,22
32.5,-117,1987-02-13,23
32.5,-117,1987-03-05,17
32.5,-117,1987-03-06,13
32.5,-117,1987-07-20,14
32.5,-117,1987-07-21,13
32.5,-117,1987-10-11,17
32.5,-117,1987-10-12,24
32.5,-117,1987-10-22,24
32.5,-117,1987-10-24,23
32.5,-117,1987-10-27,24
32.5,-117,1987-10-28,24
32.5,-117,1987-10-29,20
32.5,-117,1987-10-31,24
32.5,-117,1987-11-05,21
32.5,-117,1987-12-04,18
32.5,-117,1987-12-05,24
32.5,-117,1987-12-09,21
32.5,-117,1987-12-16,18
32.5,-117,1987-12-17,14
32.75,-117.25,1987-01-04,23
32.75,-117.25,1987-01-05,21
32.75,-117.25,1987-01-28,13
32.75,-117.25,1987-02-09,21
32.75,-117.25,1987-02-13,24
32.75,-117.25,1987-03-05,20
32.75,-117.25,1987-03-06,13
32.75,-117.25,1987-07-20,14
32.75,-117.25,1987-10-11,16
32.75,-117.25,1987-10-12,24
32.75,-117.25,1987-10-22,24
32.75,-117.25,1987-10-24,21
32.75,-117.25,1987-10-27,24
32.75,-117.25,1987-10-28,24
32.75,-117.25,1987-10-29,20
32.75,-117.25,1987-10-31,20
32.75,-117.25,1987-11-05,20
32.75,-117.25,1987-12-04,18
32.75,-117.25,1987-12-05,24
32.75,-117.25,1987-12-09,22
32.75,-117.25,1987-12-16,18
32.75,-117.25,1987-12-17,14
33,-117.25,1987-01-04,24
33,-117.25,1987-01-05,21
33,-117.25,1987-01-28,13
33,-117.25,1987-02-09,21
33,-117.25,1987-02-13,24
33,-117.25,1987-03-05,24
33,-117.25,1987-03-06,13
33,-117.25,1987-07-20,14
33,-117.25,1987-07-21,13
33,-117.25,1987-10-11,16
33,-117.25,1987-10-12,24
33,-117.25,1987-10-22,24
33,-117.25,1987-10-24,20
33,-117.25,1987-10-27,24
33,-117.25,1987-10-28,24
33,-117.25,1987-10-29,20
33,-117.25,1987-10-31,20
33,-117.25,1987-11-05,21
33,-117.25,1987-12-04,18
33,-117.25,1987-12-05,24
33,-117.25,1987-12-09,22
33,-117.25,1987-12-16,18
33,-117.25,1987-12-17,14
33.25,-117.5,1987-01-04,24
33.25,-117.5,1987-01-05,21
33.25,-117.5,1987-01-28,13
33.25,-117.5,1987-02-09,20
33.25,-117.5,1987-02-13,24
33.25,-117.5,1987-03-05,24
33.25,-117.5,1987-03-06,13
33.25,-117.5,1987-07-20,14
33.25,-117.5,1987-07-21,12
33.25,-117.5,1987-10-11,15
33.25,-117.5,1987-10-12,24
33.25,-117.5,1987-10-22,24
33.25,-117.5,1987-10-24,14
33.25,-117.5,1987-10-27,24
33.25,-117.5,1987-10-28,24
33.25,-117.5,1987-10-29,20
33.25,-117.5,1987-10-31,19
33.25,-117.5,1987-11-05,15
33.25,-117.5,1987-12-04,18
33.25,-117.5,1987-12-05,24
33.25,-117.5,1987-12-06,12
33.25,-117.5,1987-12-09,22
33.25,-117.5,1987-12-16,18
33.25,-117.5,1987-12-17,13
33.5,-117.75,1987-01-04,24
33.5,-117.75,1987-01-05,12
33.5,-117.75,1987-01-27,12
33.5,-117.75,1987-01-28,13
33.5,-117.75,1987-02-09,20
33.5,-117.75,1987-02-13,24
33.5,-117.75,1987-03-05,24
33.5,-117.75,1987-03-06,13
33.5,-117.75,1987-07-20,14
33.5,-117.75,1987-07-21,12
33.5,-117.75,1987-10-11,13
33.5,-117.75,1987-10-12,24
33.5,-117.75,1987-10-22,24
33.5,-117.75,1987-10-27,24
33.5,-117.75,1987-10-28,24
33.5,-117.75,1987-10-29,16
33.5,-117.75,1987-10-31,18
33.5,-117.75,1987-11-05,13
33.5,-117.75,1987-12-04,18
33.5,-117.75,1987-12-05,19
33.5,-117.75,1987-12-09,22
33.5,-117.75,1987-12-16,18
33.5,-117.75,1987-12-17,12
33.75,-118.25,1987-01-04,24
33.75,-118.25,1987-01-27,12
33.75,-118.25,1987-01-28,13
33.75,-118.25,1987-02-09,20
33.75,-118.25,1987-02-13,24
33.75,-118.25,1987-03-05,24
33.75,-118.25,1987-03-06,12
33.75,-118.25,1987-07-21,13
33.75,-118.25,1987-08-21,15
33.75,-118.25,1987-10-12,24
33.75,-118.25,1987-10-22,24
33.75,-118.25,1987-10-27,21
33.75,-118.25,1987-10-28,24
33.75,-118.25,1987-10-29,16
33.75,-118.25,1987-10-31,17
33.75,-118.25,1987-11-05,12
33.75,-118.25,1987-12-01,12
33.75,-118.25,1987-12-04,14
33.75,-118.25,1987-12-05,17
33.75,-118.25,1987-12-09,24
33.75,-118.25,1987-12-16,18
33.75,-118,1987-01-04,24
33.75,-118,1987-01-27,12
33.75,-118,1987-01-28,13
33.75,-118,1987-02-09,20
33.75,-118,1987-02-13,24
33.75,-118,1987-03-05,24
33.75,-118,1987-03-06,12
33.75,-118,1987-07-20,12
33.75,-118,1987-07-21,13
33.75,-118,1987-08-21,16
33.75,-118,1987-10-12,24
33.75,-118,1987-10-22,24
33.75,-118,1987-10-27,24
33.75,-118,1987-10-28,24
33.75,-118,1987-10-29,16
33.75,-118,1987-10-31,17
33.75,-118,1987-11-05,13
33.75,-118,1987-12-04,18
33.75,-118,1987-12-05,18
33.75,-118,1987-12-09,23
33.75,-118,1987-12-16,18
33.75,-118,1987-12-17,12
34,-119,1987-01-04,21
34,-119,1987-01-27,13
34,-119,1987-01-28,13
34,-119,1987-02-09,23
34,-119,1987-02-13,24
34,-119,1987-03-05,24
34,-119,1987-03-06,12
34,-119,1987-07-21,13
34,-119,1987-10-21,12
34,-119,1987-10-22,24
34,-119,1987-10-27,15
34,-119,1987-10-28,24
34,-119,1987-10-31,16
34,-119,1987-11-05,12
34,-119,1987-12-01,20
34,-119,1987-12-05,15
34,-119,1987-12-09,22
34,-119,1987-12-16,18
34,-118.75,1987-01-04,22
34,-118.75,1987-01-27,13
34,-118.75,1987-01-28,13
34,-118.75,1987-02-09,23
34,-118.75,1987-02-13,24
34,-118.75,1987-03-05,24
34,-118.75,1987-03-06,12
34,-118.75,1987-07-21,14
34,-118.75,1987-10-12,12
34,-118.75,1987-10-22,24
34,-118.75,1987-10-27,14
34,-118.75,1987-10-28,24
34,-118.75,1987-10-29,14
34,-118.75,1987-10-31,16
34,-118.75,1987-11-05,12
34,-118.75,1987-12-01,18
34,-118.75,1987-12-05,16
34,-118.75,1987-12-09,24
34,-118.75,1987-12-16,17
34,-118.5,1987-01-04,24
34,-118.5,1987-01-27,13
34,-118.5,1987-01-28,13
34,-118.5,1987-02-09,22
34,-118.5,1987-02-13,24
34,-118.5,1987-03-05,24
34,-118.5,1987-03-06,12
34,-118.5,1987-07-21,13
34,-118.5,1987-08-21,13
34,-118.5,1987-10-12,22
34,-118.5,1987-10-22,24
34,-118.5,1987-10-27,18
34,-118.5,1987-10-28,24
34,-118.5,1987-10-29,13
34,-118.5,1987-10-31,17
34,-118.5,1987-11-05,12
34,-118.5,1987-12-01,18
34,-118.5,1987-12-04,13
34,-118.5,1987-12-05,15
34,-118.5,1987-12-09,24
34,-118.5,1987-12-16,17
34.25,-119.25,1987-01-04,17
34.25,-119.25,1987-01-27,13
34.25,-119.25,1987-01-28,13
34.25,-119.25,1987-02-09,23
34.25,-119.25,1987-02-13,24
34.25,-119.25,1987-03-04,14
34.25,-119.25,1987-03-05,24
34.25,-119.25,1987-03-06,12
34.25,-119.25,1987-07-21,13
34.25,-119.25,1987-10-21,12
34.25,-119.25,1987-10-22,24
34.25,-119.25,1987-10-26,12
34.25,-119.25,1987-10-27,18
34.25,-119.25,1987-10-28,23
34.25,-119.25,1987-10-31,16
34.25,-119.25,1987-12-01,21
34.25,-119.25,1987-12-05,13
34.25,-119.25,1987-12-09,24
34.25,-119.25,1987-12-16,17
34.5,-120.5,1987-01-27,13
34.5,-120.5,1987-01-28,12
34.5,-120.5,1987-02-09,23
34.5,-120.5,1987-02-13,24
34.5,-120.5,1987-03-04,16
34.5,-120.5,1987-03-05,24
34.5,-120.5,1987-07-20,14
34.5,-120.5,1987-10-22,24
34.5,-120.5,1987-10-27,18
34.5,-120.5,1987-12-01,21
34.5,-120.5,1987-12-04,12
34.5,-120.5,1987-12-06,14
34.5,-120.5,1987-12-09,24
34.5,-120.5,1987-12-16,19
34.5,-120.25,1987-01-04,12
34.5,-120.25,1987-01-27,13
34.5,-120.25,1987-01-28,12
34.5,-120.25,1987-02-09,23
34.5,-120.25,1987-02-13,24
34.5,-120.25,1987-03-04,16
34.5,-120.25,1987-03-05,24
34.5,-120.25,1987-07-20,15
34.5,-120.25,1987-08-20,12
34.5,-120.25,1987-10-22,24
34.5,-120.25,1987-10-27,18
34.5,-120.25,1987-12-01,21
34.5,-120.25,1987-12-09,24
34.5,-120.25,1987-12-16,19
34.5,-120,1987-01-04,13
34.5,-120,1987-01-27,13
34.5,-120,1987-01-28,12
34.5,-120,1987-02-09,23
34.5,-120,1987-02-13,24
34.5,-120,1987-03-04,16
34.5,-120,1987-03-05,24
34.5,-120,1987-07-20,15
34.5,-120,1987-08-20,13
34.5,-120,1987-10-21,12
34.5,-120,1987-10-22,24
34.5,-120,1987-10-27,18
34.5,-120,1987-10-28,14
34.5,-120,1987-10-31,15
34.5,-120,1987-12-01,21
34.5,-120,1987-12-09,24
34.5,-120,1987-12-16,19
34.5,-119.75,1987-01-04,14
34.5,-119.75,1987-01-27,13
34.5,-119.75,1987-01-28,12
34.5,-119.75,1987-02-09,23
34.5,-119.75,1987-02-13,24
34.5,-119.75,1987-03-04,16
34.5,-119.75,1987-03-05,24
34.5,-119.75,1987-07-20,15
34.5,-119.75,1987-08-20,13
34.5,-119.75,1987-10-21,12
34.5,-119.75,1987-10-22,24
34.5,-119.75,1987-10-27,18
34.5,-119.75,1987-10-28,15
34.5,-119.75,1987-10-31,16
34.5,-119.75,1987-12-01,21
34.5,-119.75,1987-12-04,12
34.5,-119.75,1987-12-09,24
34.5,-119.75,1987-12-16,18
34.5,-119.5,1987-01-04,15
34.5,-119.5,1987-01-27,13
34.5,-119.5,1987-01-28,12
34.5,-119.5,1987-02-09,23
34.5,-119.5,1987-02-13,24
34.5,-119.5,1987-03-04,15
34.5,-119.5,1987-03-05,24
34.5,-119.5,1987-03-06,12
34.5,-119.5,1987-07-20,15
34.5,-119.5,1987-07-21,13
34.5,-119.5,1987-08-20,13
34.5,-119.5,1987-08-21,13
34.5,-119.5,1987-10-21,12
34.5,-119.5,1987-10-22,24
34.5,-119.5,1987-10-26,14
34.5,-119.5,1987-10-27,18
34.5,-119.5,1987-10-28,17
34.5,-119.5,1987-10-31,16
34.5,-119.5,1987-12-01,21
34.5,-119.5,1987-12-06,18
34.5,-119.5,1987-12-09,24
34.5,-119.5,1987-12-16,18
34.75,-120.5,1987-01-03,12
34.75,-120.5,1987-01-27,13
34.75,-120.5,1987-01-28,12
34.75,-120.5,1987-02-09,23
34.75,-120.5,1987-02-13,24
34.75,-120.5,1987-03-04,17
34.75,-120.5,1987-03-05,24
34.75,-120.5,1987-07-20,14
34.75,-120.5,1987-08-20,12
34.75,-120.5,1987-10-22,24
34.75,-120.5,1987-10-27,18
34.75,-120.5,1987-12-01,21
34.75,-120.5,1987-12-04,12
34.75,-120.5,1987-12-06,17
34.75,-120.5,1987-12-09,24
34.75,-120.5,1987-12-16,20
35,-120.5,1987-01-03,13
35,-120.5,1987-01-27,13
35,-120.5,1987-01-28,12
35,-120.5,1987-02-09,23
35,-120.5,1987-02-13,24
35,-120.5,1987-03-04,17
35,-120.5,1987-03-05,24
35,-120.5,1987-04-30,12
35,-120.5,1987-06-05,12
35,-120.5,1987-07-20,15
35,-120.5,1987-08-20,13
