latitude,longitude,date,count
32.5,-117,2014-01-31,20
32.5,-117,2014-02-08,24
32.5,-117,2014-02-27,19
32.5,-117,2014-02-28,21
32.5,-117,2014-03-01,24
32.5,-117,2014-03-04,12
32.5,-117,2014-03-27,15
32.5,-117,2014-04-26,15
32.5,-117,2014-06-13,12
32.5,-117,2014-06-17,15
32.5,-117,2014-07-04,12
32.5,-117,2014-07-13,14
32.5,-117,2014-07-14,20
32.5,-117,2014-07-25,13
32.5,-117,2014-09-17,14
32.5,-117,2014-09-26,17
32.5,-117,2014-09-27,12
32.5,-117,2014-11-01,18
32.5,-117,2014-12-02,17
32.5,-117,2014-12-03,24
32.5,-117,2014-12-04,12
32.5,-117,2014-12-12,23
32.75,-117.25,2014-01-31,20
32.75,-117.25,2014-02-08,24
32.75,-117.25,2014-02-27,18
32.75,-117.25,2014-02-28,20
32.75,-117.25,2014-03-01,24
32.75,-117.25,2014-03-27,15
32.75,-117.25,2014-04-26,15
32.75,-117.25,2014-06-17,16
32.75,-117.25,2014-07-04,12
32.75,-117.25,2014-07-13,14
32.75,-117.25,2014-07-14,20
32.75,-117.25,2014-07-25,16
32.75,-117.25,2014-08-26,15
32.75,-117.25,2014-09-26,24
32.75,-117.25,2014-11-01,18
32.75,-117.25,2014-12-02,16
32.75,-117.25,2014-12-03,24
32.75,-117.25,2014-12-12,23
33,-117.25,2014-01-31,16
33,-117.25,2014-02-08,24
33,-117.25,2014-02-09,12
33,-117.25,2014-02-27,20
33,-117.25,2014-02-28,20
33,-117.25,2014-03-01,24
33,-117.25,2014-03-27,14
33,-117.25,2014-04-26,14
33,-117.25,2014-06-17,17
33,-117.25,2014-07-13,14
33,-117.25,2014-07-14,20
33,-117.25,2014-07-25,17
33,-117.25,2014-08-26,20
33,-117.25,2014-09-25,13
33,-117.25,2014-09-26,24
33,-117.25,2014-11-01,18
33,-117.25,2014-12-02,14
33,-117.25,2014-12-03,24
33,-117.25,2014-12-12,24
33.25,-117.5,2014-01-31,14
33.25,-117.5,2014-02-08,24
33.25,-117.5,2014-02-09,14
33.25,-117.5,2014-02-27,19
33.25,-117.5,2014-02-28,20
33.25,-117.5,2014-03-01,24
33.25,-117.5,2014-03-04,12
33.25,-117.5,2014-03-27,14
33.25,-117.5,2014-03-30,12
33.25,-117.5,2014-04-26,13
33.25,-117.5,2014-06-17,18
33.25,-117.5,2014-07-13,14
33.25,-117.5,2014-07-14,20
33.25,-117.5,2014-07-25,17
33.25,-117.5,2014-08-26,21
33.25,-117.5,2014-09-09,16
33.25,-117.5,2014-09-25,14
33.25,-117.5,2014-09-26,24
33.25,-117.5,2014-11-01,15
33.25,-117.5,2014-12-02,13
33.25,-117.5,2014-12-03,23
33.25,-117.5,2014-12-12,24
33.25,-117.5,2014-12-20,14
33.5,-117.75,2014-01-31,13
33.5,-117.75,2014-02-08,24
33.5,-117.75,2014-02-09,17
33.5,-117.75,2014-02-27,17
33.5,-117.75,2014-02-28,20
33.5,-117.75,2014-03-01,24
33.5,-117.75,2014-03-04,12
33.5,-117.75,2014-03-27,13
33.5,-117.75,2014-03-30,13
33.5,-117.75,2014-06-17,18
33.5,-117.75,2014-07-13,14
33.5,-117.75,2014-07-14,20
33.5,-117.75,2014-07-25,17
33.5,-117.75,2014-08-11,14
33.5,-117.75,2014-08-26,21
33.5,-117.75,2014-09-09,16
33.5,-117.75,2014-09-25,14
33.5,-117.75,2014-09-26,24
