latitude,longitude,date,count
32.5,-117,2007-02-19,15
32.5,-117,2007-05-04,22
32.5,-117,2007-06-06,16
32.5,-117,2007-08-25,16
32.5,-117,2007-09-22,20
32.5,-117,2007-10-01,24
32.5,-117,2007-10-05,17
32.5,-117,2007-11-30,24
32.5,-117,2007-12-07,14
32.75,-117.25,2007-05-04,22
32.75,-117.25,2007-06-06,16
32.75,-117.25,2007-08-25,15
32.75,-117.25,2007-09-22,20
32.75,-117.25,2007-10-01,24
32.75,-117.25,2007-10-05,19
32.75,-117.25,2007-11-30,22
32.75,-117.25,2007-12-07,14
33,-117.25,2007-05-04,19
33,-117.25,2007-06-06,15
33,-117.25,2007-08-20,12
33,-117.25,2007-08-25,14
33,-117.25,2007-09-22,20
33,-117.25,2007-10-01,23
33,-117.25,2007-10-05,20
33,-117.25,2007-11-30,19
33,-117.25,2007-12-07,14
33.25,-117.5,2007-05-04,18
33.25,-117.5,2007-06-06,14
33.25,-117.5,2007-09-22,20
33.25,-117.5,2007-10-01,17
33.25,-117.5,2007-10-05,21
33.25,-117.5,2007-11-30,17
33.25,-117.5,2007-12-07,15
33.5,-117.75,2007-05-04,18
33.5,-117.75,2007-06-06,13
33.5,-117.75,2007-07-15,13
33.5,-117.75,2007-09-22,20
33.5,-117.75,2007-10-01,12
33.5,-117.75,2007-10-05,21
33.5,-117.75,2007-11-30,17
33.5,-117.75,2007-12-07,15
33.75,-118.25,2007-05-04,21
33.75,-118.25,2007-06-06,15
33.75,-118.25,2007-08-25,15
33.75,-118.25,2007-09-22,20
33.75,-118.25,2007-10-05,20
33.75,-118.25,2007-10-29,14
33.75,-118.25,2007-11-30,15
33.75,-118.25,2007-12-07,13
33.75,-118,2007-05-04,17
33.75,-118,2007-07-15,13
33.75,-118,2007-08-25,13
33.75,-118,2007-09-22,20
33.75,-118,2007-10-05,21
33.75,-118,2007-10-29,14
33.75,-118,2007-11-30,16
33.75,-118,2007-12-07,14
34,-119,2007-02-09,15
34,-119,2007-02-10,23
34,-119,2007-02-11,12
34,-119,2007-05-02,13
34,-119,2007-05-04,24
34,-119,2007-06-06,16
34,-119,2007-08-25,14
34,-119,2007-09-22,17
34,-119,2007-10-05,14
34,-119,2007-10-29,13
34,-119,2007-11-30,13
34,-119,2007-12-07,12
34,-119,2007-12-18,14
34,-118.75,2007-02-09,13
34,-118.75,2007-02-10,21
34,-118.75,2007-02-11,12
34,-118.75,2007-05-02,12
34,-118.75,2007-05-04,22
34,-118.75,2007-08-25,15
34,-118.75,2007-09-22,19
34,-118.75,2007-10-05,14
34,-118.75,2007-10-29,15
34,-118.75,2007-11-30,14
34,-118.75,2007-12-07,12
34,-118.75,2007-12-18,13
34,-118.5,2007-02-09,14
34,-118.5,2007-02-10,22
34,-118.5,2007-02-11,12
34,-118.5,2007-05-02,12
34,-118.5,2007-05-04,22
34,-118.5,2007-06-06,14
34,-118.5,2007-08-25,15
34,-118.5,2007-09-22,19
34,-118.5,2007-10-05,13
34,-118.5,2007-10-29,15
34,-118.5,2007-11-30,14
34,-118.5,2007-12-18,12
34.25,-119.25,2007-02-09,16
34.25,-119.25,2007-02-10,24
34.25,-119.25,2007-02-11,12
34.25,-119.25,2007-05-02,15
34.25,-119.25,2007-05-04,24
34.25,-119.25,2007-06-05,12
34.25,-119.25,2007-06-06,16
34.25,-119.25,2007-08-25,14
34.25,-119.25,2007-09-22,16
34.25,-119.25,2007-10-05,13
34.25,-119.25,2007-10-29,13
34.25,-119.25,2007-11-30,13
34.25,-119.25,2007-12-18,18
34.5,-120.5,2007-02-09,16
34.5,-120.5,2007-02-10,24
34.5,-120.5,2007-05-02,18
34.5,-120.5,2007-05-04,24
34.5,-120.5,2007-05-21,15
34.5,-120.5,2007-06-05,18
34.5,-120.5,2007-06-06,16
34.5,-120.5,2007-07-18,12
34.5,-120.5,2007-08-25,13
34.5,-120.5,2007-08-26,13
34.5,-120.5,2007-10-05,14
34.5,-120.5,2007-10-18,16
34.5,-120.5,2007-12-18,19
34.5,-120.25,2007-02-09,14
34.5,-120.25,2007-02-10,24
34.5,-120.25,2007-05-02,16
34.5,-120.25,2007-05-04,24
34.5,-120.25,2007-05-21,15
34.5,-120.25,2007-06-05,16
34.5,-120.25,2007-06-06,16
34.5,-120.25,2007-08-25,14
34.5,-120.25,2007-10-05,14
34.5,-120.25,2007-10-18,16
34.5,-120.25,2007-12-18,19
34.5,-120,2007-02-09,15
34.5,-120,2007-02-10,24
34.5,-120,2007-02-22,12
34.5,-120,2007-05-02,15
34.5,-120,2007-05-04,24
34.5,-120,2007-05-21,15
34.5,-120,2007-06-05,13
34.5,-120,2007-06-06,16
34.5,-120,2007-08-25,14
34.5,-120,2007-10-05,14
34.5,-120,2007-10-18,14
34.5,-120,2007-10-29,12
34.5,-120,2007-12-18,19
34.5,-119.75,2007-02-09,17
34.5,-119.75,2007-02-10,24
34.5,-119.75,2007-02-22,12
34.5,-119.75,2007-05-02,15
34.5,-119.75,2007-05-04,24
34.5,-119.75,2007-05-21,14
34.5,-119.75,2007-06-05,13
34.5,-119.75,2007-06-06,16
34.5,-119.75,2007-08-25,14
34.5,-119.75,2007-10-29,13
34.5,-119.75,2007-12-18,19
34.5,-119.5,2007-02-09,20
34.5,-119.5,2007-02-10,24
34.5,-119.5,2007-02-11,12
34.5,-119.5,2007-02-22,12
34.5,-119.5,2007-05-02,15
34.5,-119.5,2007-05-04,24
34.5,-119.5,2007-05-21,12
34.5,-119.5,2007-06-05,13
34.5,-119.5,2007-06-06,14
34.5,-119.5,2007-08-25,13
34.5,-119.5,2007-08-31,12
34.5,-119.5,2007-10-29,15
34.5,-119.5,2007-11-30,12
34.5,-119.5,2007-12-18,19
34.75,-120.5,2007-02-09,19
34.75,-120.5,2007-02-10,24
34.75,-120.5,2007-02-11,12
34.75,-120.5,2007-02-22,12
34.75,-120.5,2007-05-02,18
34.75,-120.5,2007-05-04,24
34.75,-120.5,2007-05-21,15
34.75,-120.5,2007-06-05,17
34.75,-120.5,2007-06-06,16
34.75,-120.5,2007-08-25,13
34.75,-120.5,2007-08-26,13
34.75,-120.5,2007-10-05,13
34.75,-120.5,2007-10-18,16
34.75,-120.5,2007-12-18,19
35,-120.5,2007-02-09,22
35,-120.5,2007-02-10,24
35,-120.5,2007-02-11,12
35,-120.5,2007-02-22,13
35,-120.5,2007-05-02,18
35,-120.5,2007-05-04,24
35,-120.5,2007-05-21,15
35,-120.5,2007-06-05,17
35,-120.5,2007-06-06,14
35,-120.5,2007-08-25,14
35,-120.5,2007-08-26,13
35,-120.5,2007-10-18,16
35,-120.5,2007-10-29,12
35,-120.5,2007-12-18,19
35.25,-120.75,2007-02-09,24
35.25,-120.75,2007-02-10,23
35.25,-120.75,2007-02-11,12
35.25,-120.75,2007-02-22,12
35.25,-120.75,2007-05-02,18
35.25,-120.75,2007-05-04,24
35.25,-120.75,2007-05-21,15
35.25,-120.75,2007-06-05,19
35.25,-120.75,2007-06-06,14
35.25,-120.75,2007-07-18,15
35.25,-120.75,2007-08-25,14
35.25,-120.75,2007-08-26,13
35.25,-120.75,2007-10-18,14
35.25,-120.75,2007-10-29,12
35.25,-120.75,2007-12-18,19
35.5,-121,2007-02-07,13
35.5,-121,2007-02-09,24
35.5,-121,2007-02-10,24
35.5,-121,2007-02-11,12
35.5,-121,2007-02-22,13
35.5,-121,2007-05-02,20
35.5,-121,2007-05-04,24
35.5,-121,2007-05-21,14
35.5,-121,2007-06-05,20
35.5,-121,2007-06-06,14
35.5,-121,2007-07-18,20
35.5,-121,2007-08-25,13
35.5,-121,2007-08-26,13
35.5,-121,2007-08-31,17
35.5,-121,2007-10-29,13
35.5,-121,2007-12-18,19
35.75,-121.25,2007-02-07,14
35.75,-121.25,2007-02-09,24
