latitude,longitude,date,count
32.5,-117,2017-01-03,14
32.5,-117,2017-01-07,14
32.5,-117,2017-01-08,24
32.5,-117,2017-01-09,22
32.5,-117,2017-01-10,15
32.5,-117,2017-01-11,24
32.5,-117,2017-01-22,24
32.5,-117,2017-01-23,21
32.5,-117,2017-02-06,24
32.5,-117,2017-02-07,24
32.5,-117,2017-02-08,23
32.5,-117,2017-02-11,12
32.5,-117,2017-02-17,22
32.5,-117,2017-02-20,22
32.5,-117,2017-02-21,24
32.5,-117,2017-02-27,18
32.5,-117,2017-03-22,20
32.5,-117,2017-04-08,19
32.5,-117,2017-04-17,15
32.5,-117,2017-04-18,24
32.5,-117,2017-06-10,21
32.5,-117,2017-09-21,13
32.5,-117,2017-11-03,13
32.5,-117,2017-11-04,22
32.5,-117,2017-11-05,19
32.5,-117,2017-11-06,23
32.5,-117,2017-11-07,24
32.5,-117,2017-11-15,19
32.5,-117,2017-11-16,24
32.5,-117,2017-11-17,24
32.75,-117.25,2017-01-03,12
32.75,-117.25,2017-01-07,14
32.75,-117.25,2017-01-08,24
32.75,-117.25,2017-01-09,22
32.75,-117.25,2017-01-10,17
32.75,-117.25,2017-01-11,24
32.75,-117.25,2017-01-19,12
32.75,-117.25,2017-01-22,24
32.75,-117.25,2017-01-23,18
32.75,-117.25,2017-02-06,24
32.75,-117.25,2017-02-07,24
32.75,-117.25,2017-02-08,24
32.75,-117.25,2017-02-10,13
32.75,-117.25,2017-02-17,23
32.75,-117.25,2017-02-20,22
32.75,-117.25,2017-02-21,24
32.75,-117.25,2017-02-27,17
32.75,-117.25,2017-03-21,14
32.75,-117.25,2017-03-22,18
32.75,-117.25,2017-04-08,18
32.75,-117.25,2017-04-17,17
32.75,-117.25,2017-04-18,24
32.75,-117.25,2017-06-10,23
32.75,-117.25,2017-06-11,14
32.75,-117.25,2017-09-21,13
32.75,-117.25,2017-11-03,14
32.75,-117.25,2017-11-04,17
32.75,-117.25,2017-11-05,23
32.75,-117.25,2017-11-06,23
32.75,-117.25,2017-11-07,24
32.75,-117.25,2017-11-15,18
32.75,-117.25,2017-11-16,24
32.75,-117.25,2017-11-17,24
33,-117.25,2017-01-03,12
33,-117.25,2017-01-07,15
33,-117.25,2017-01-08,24
33,-117.25,2017-01-09,22
33,-117.25,2017-01-10,18
33,-117.25,2017-01-11,22
33,-117.25,2017-01-19,12
33,-117.25,2017-01-22,24
33,-117.25,2017-01-23,18
33,-117.25,2017-02-06,24
33,-117.25,2017-02-07,24
33,-117.25,2017-02-08,23
33,-117.25,2017-02-10,14
33,-117.25,2017-02-17,23
33,-117.25,2017-02-20,22
33,-117.25,2017-02-21,24
