latitude,longitude,date,count
32.5,-117,1986-01-03,23
32.5,-117,1986-01-04,23
32.5,-117,1986-01-30,24
32.5,-117,1986-02-12,12
32.5,-117,1986-02-13,24
32.5,-117,1986-02-14,24
32.5,-117,1986-02-15,24
32.5,-117,1986-02-16,24
32.5,-117,1986-02-17,24
32.5,-117,1986-02-18,24
32.5,-117,1986-02-19,24
32.5,-117,1986-03-08,24
32.5,-117,1986-03-09,16
32.5,-117,1986-04-01,17
32.5,-117,1986-04-06,21
32.5,-117,1986-04-12,24
32.5,-117,1986-04-15,15
32.5,-117,1986-07-05,12
32.5,-117,1986-07-13,13
32.5,-117,1986-07-23,20
32.5,-117,1986-08-18,22
32.5,-117,1986-09-19,15
32.5,-117,1986-09-22,24
32.5,-117,1986-09-24,13
32.5,-117,1986-09-25,18
32.5,-117,1986-11-17,24
32.5,-117,1986-11-18,24
32.5,-117,1986-12-06,24
32.75,-117.25,1986-01-03,14
32.75,-117.25,1986-01-04,23
32.75,-117.25,1986-01-30,24
32.75,-117.25,1986-02-12,14
32.75,-117.25,1986-02-13,24
32.75,-117.25,1986-02-14,24
32.75,-117.25,1986-02-15,24
32.75,-117.25,1986-02-16,24
32.75,-117.25,1986-02-17,24
32.75,-117.25,1986-02-18,24
32.75,-117.25,1986-02-19,24
32.75,-117.25,1986-03-08,24
32.75,-117.25,1986-03-09,17
32.75,-117.25,1986-04-01,15
32.75,-117.25,1986-04-06,21
32.75,-117.25,1986-04-12,24
32.75,-117.25,1986-07-04,12
32.75,-117.25,1986-07-23,20
32.75,-117.25,1986-08-18,21
32.75,-117.25,1986-09-19,15
32.75,-117.25,1986-09-20,12
32.75,-117.25,1986-09-22,19
32.75,-117.25,1986-09-24,13
32.75,-117.25,1986-09-25,21
32.75,-117.25,1986-11-17,24
32.75,-117.25,1986-11-18,24
32.75,-117.25,1986-12-06,24
33,-117.25,1986-01-04,23
33,-117.25,1986-01-30,24
33,-117.25,1986-02-12,14
33,-117.25,1986-02-13,24
33,-117.25,1986-02-14,24
33,-117.25,1986-02-15,24
33,-117.25,1986-02-16,24
33,-117.25,1986-02-17,24
33,-117.25,1986-02-18,24
33,-117.25,1986-02-19,24
33,-117.25,1986-03-08,24
33,-117.25,1986-03-09,17
33,-117.25,1986-04-01,18
33,-117.25,1986-04-06,21
33,-117.25,1986-04-12,22
33,-117.25,1986-05-04,12
33,-117.25,1986-07-04,13
33,-117.25,1986-07-23,20
33,-117.25,1986-08-18,21
33,-117.25,1986-09-19,13
33,-117.25,1986-09-20,13
33,-117.25,1986-09-22,18
33,-117.25,1986-09-24,13
33,-117.25,1986-09-25,24
33,-117.25,1986-11-17,24
33,-117.25,1986-11-18,24
33,-117.25,1986-12-06,24
33.25,-117.5,1986-01-04,23
33.25,-117.5,1986-01-30,22
33.25,-117.5,1986-02-12,17
33.25,-117.5,1986-02-13,24
33.25,-117.5,1986-02-14,24
33.25,-117.5,1986-02-15,24
33.25,-117.5,1986-02-16,24
33.25,-117.5,1986-02-17,24
33.25,-117.5,1986-02-18,24
33.25,-117.5,1986-02-19,24
33.25,-117.5,1986-03-08,24
33.25,-117.5,1986-03-09,16
33.25,-117.5,1986-04-01,16
33.25,-117.5,1986-04-06,21
33.25,-117.5,1986-04-12,21
33.25,-117.5,1986-05-04,12
33.25,-117.5,1986-07-23,20
33.25,-117.5,1986-08-18,20
33.25,-117.5,1986-09-17,13
33.25,-117.5,1986-09-22,12
33.25,-117.5,1986-09-24,13
33.25,-117.5,1986-09-25,24
33.25,-117.5,1986-11-17,24
33.25,-117.5,1986-11-18,24
33.25,-117.5,1986-12-06,22
33.5,-117.75,1986-01-04,23
33.5,-117.75,1986-01-30,21
33.5,-117.75,1986-02-12,18
33.5,-117.75,1986-02-13,24
33.5,-117.75,1986-02-14,24
33.5,-117.75,1986-02-15,24
33.5,-117.75,1986-02-16,24
33.5,-117.75,1986-02-17,24
33.5,-117.75,1986-02-18,24
33.5,-117.75,1986-02-19,24
33.5,-117.75,1986-03-08,24
33.5,-117.75,1986-03-09,16
33.5,-117.75,1986-04-01,12
33.5,-117.75,1986-04-06,21
33.5,-117.75,1986-04-12,19
33.5,-117.75,1986-07-23,20
33.5,-117.75,1986-08-18,19
33.5,-117.75,1986-09-17,13
33.5,-117.75,1986-09-24,13
33.5,-117.75,1986-09-25,24
33.5,-117.75,1986-11-17,24
33.5,-117.75,1986-11-18,23
