latitude,longitude,date,count
32.5,-117,1994-02-04,22
32.5,-117,1994-02-07,19
32.5,-117,1994-02-08,18
32.5,-117,1994-02-17,24
32.5,-117,1994-03-18,14
32.5,-117,1994-03-19,21
32.5,-117,1994-03-25,23
32.5,-117,1994-06-26,12
32.5,-117,1994-08-09,16
32.5,-117,1994-09-10,13
32.5,-117,1994-09-11,19
32.5,-117,1994-09-12,16
32.5,-117,1994-09-26,12
32.5,-117,1994-09-29,24
32.5,-117,1994-09-30,22
32.5,-117,1994-10-04,16
32.5,-117,1994-10-05,22
32.5,-117,1994-12-05,12
32.75,-117.25,1994-02-04,22
32.75,-117.25,1994-02-07,20
32.75,-117.25,1994-02-08,16
32.75,-117.25,1994-02-17,24
32.75,-117.25,1994-03-18,14
32.75,-117.25,1994-03-19,22
32.75,-117.25,1994-03-25,20
32.75,-117.25,1994-05-17,12
32.75,-117.25,1994-06-26,12
32.75,-117.25,1994-08-09,16
32.75,-117.25,1994-09-10,14
32.75,-117.25,1994-09-11,17
32.75,-117.25,1994-09-12,14
32.75,-117.25,1994-09-26,12
32.75,-117.25,1994-09-29,24
32.75,-117.25,1994-09-30,18
32.75,-117.25,1994-10-04,17
32.75,-117.25,1994-10-05,22
33,-117.25,1994-02-04,22
33,-117.25,1994-02-07,20
33,-117.25,1994-02-08,15
33,-117.25,1994-02-17,24
33,-117.25,1994-03-18,14
33,-117.25,1994-03-19,23
33,-117.25,1994-03-25,12
33,-117.25,1994-05-17,13
33,-117.25,1994-06-26,12
33,-117.25,1994-08-09,16
33,-117.25,1994-09-10,14
33,-117.25,1994-09-11,17
33,-117.25,1994-09-12,13
33,-117.25,1994-09-26,12
33,-117.25,1994-09-29,24
33,-117.25,1994-10-04,17
33,-117.25,1994-10-05,22
33,-117.25,1994-10-24,13
33,-117.25,1994-11-10,12
33.25,-117.5,1994-02-04,20
33.25,-117.5,1994-02-07,20
33.25,-117.5,1994-02-08,16
33.25,-117.5,1994-02-17,23
33.25,-117.5,1994-03-18,14
33.25,-117.5,1994-03-19,23
33.25,-117.5,1994-05-17,14
33.25,-117.5,1994-06-26,12
33.25,-117.5,1994-08-09,14
33.25,-117.5,1994-09-10,15
33.25,-117.5,1994-09-11,12
33.25,-117.5,1994-09-29,24
33.25,-117.5,1994-10-04,18
33.25,-117.5,1994-10-05,22
33.25,-117.5,1994-10-24,13
33.25,-117.5,1994-11-10,13
33.5,-117.75,1994-02-04,18
33.5,-117.75,1994-02-07,20
33.5,-117.75,1994-02-08,15
33.5,-117.75,1994-02-17,22
33.5,-117.75,1994-03-18,15
33.5,-117.75,1994-03-19,24
33.5,-117.75,1994-05-17,14
33.5,-117.75,1994-06-26,12
33.5,-117.75,1994-08-09,12
33.5,-117.75,1994-09-10,15
33.5,-117.75,1994-09-28,14
33.5,-117.75,1994-09-29,24
33.5,-117.75,1994-10-04,18
33.5,-117.75,1994-10-05,22
33.5,-117.75,1994-10-24,13
33.75,-118.25,1994-02-04,16
33.75,-118.25,1994-02-07,21
33.75,-118.25,1994-02-08,14
33.75,-118.25,1994-02-17,21
33.75,-118.25,1994-03-18,14
33.75,-118.25,1994-03-19,21
33.75,-118.25,1994-05-17,14
33.75,-118.25,1994-06-26,12
33.75,-118.25,1994-09-10,15
33.75,-118.25,1994-09-26,15
33.75,-118.25,1994-09-28,14
33.75,-118.25,1994-09-29,24
33.75,-118.25,1994-10-04,18
33.75,-118.25,1994-10-05,22
33.75,-118.25,1994-10-24,13
33.75,-118.25,1994-11-10,15
33.75,-118,1994-02-04,17
33.75,-118,1994-02-07,20
33.75,-118,1994-02-08,14
33.75,-118,1994-02-17,22
33.75,-118,1994-03-18,14
33.75,-118,1994-03-19,23
33.75,-118,1994-05-17,14
33.75,-118,1994-06-26,12
33.75,-118,1994-09-10,15
33.75,-118,1994-09-28,14
33.75,-118,1994-09-29,24
33.75,-118,1994-10-04,19
33.75,-118,1994-10-05,22
33.75,-118,1994-10-24,14
33.75,-118,1994-11-10,15
34,-119,1994-02-04,12
34,-119,1994-02-07,22
34,-119,1994-02-08,14
34,-119,1994-02-17,19
34,-119,1994-03-19,13
34,-119,1994-09-10,15
34,-119,1994-09-26,12
34,-119,1994-09-28,14
34,-119,1994-09-29,20
34,-119,1994-10-04,18
34,-119,1994-10-05,22
34,-119,1994-11-10,15
34,-118.75,1994-02-04,13
34,-118.75,1994-02-07,21
34,-118.75,1994-02-08,14
34,-118.75,1994-02-17,20
34,-118.75,1994-03-19,16
34,-118.75,1994-05-17,12
34,-118.75,1994-06-26,12
34,-118.75,1994-09-10,15
34,-118.75,1994-09-26,14
34,-118.75,1994-09-28,14
34,-118.75,1994-09-29,21
34,-118.75,1994-10-04,18
34,-118.75,1994-10-05,21
34,-118.75,1994-11-10,14
34,-118.5,1994-02-04,14
34,-118.5,1994-02-07,21
34,-118.5,1994-02-08,14
34,-118.5,1994-02-17,21
34,-118.5,1994-03-18,14
34,-118.5,1994-03-19,20
34,-118.5,1994-05-17,12
34,-118.5,1994-06-26,12
34,-118.5,1994-09-10,15
