latitude,longitude,date,count
32.5,-117,1985-01-08,12
32.5,-117,1985-03-09,24
32.5,-117,1985-03-10,24
32.5,-117,1985-03-11,24
32.5,-117,1985-03-27,14
32.5,-117,1985-03-28,23
32.5,-117,1985-05-08,14
32.5,-117,1985-05-09,24
32.5,-117,1985-05-10,14
32.5,-117,1985-05-30,15
32.5,-117,1985-06-03,20
32.5,-117,1985-06-04,16
32.5,-117,1985-07-07,19
32.5,-117,1985-09-17,17
32.5,-117,1985-09-18,20
32.5,-117,1985-10-06,15
32.5,-117,1985-10-07,23
32.5,-117,1985-10-08,20
32.5,-117,1985-10-09,20
32.5,-117,1985-10-10,13
32.5,-117,1985-11-11,23
32.5,-117,1985-11-12,12
32.5,-117,1985-11-25,24
32.5,-117,1985-11-30,14
32.5,-117,1985-12-02,17
32.5,-117,1985-12-30,18
32.5,-117,1985-12-31,15
32.75,-117.25,1985-01-08,12
32.75,-117.25,1985-03-09,23
32.75,-117.25,1985-03-10,24
32.75,-117.25,1985-03-11,23
32.75,-117.25,1985-03-27,15
32.75,-117.25,1985-03-28,23
32.75,-117.25,1985-05-08,14
32.75,-117.25,1985-05-09,24
32.75,-117.25,1985-05-10,14
32.75,-117.25,1985-06-03,20
32.75,-117.25,1985-07-07,21
32.75,-117.25,1985-09-11,12
32.75,-117.25,1985-09-17,17
32.75,-117.25,1985-09-18,18
32.75,-117.25,1985-10-06,14
32.75,-117.25,1985-10-07,23
32.75,-117.25,1985-10-08,22
32.75,-117.25,1985-10-09,17
32.75,-117.25,1985-10-10,13
32.75,-117.25,1985-10-21,17
32.75,-117.25,1985-11-11,24
32.75,-117.25,1985-11-12,12
32.75,-117.25,1985-11-24,12
32.75,-117.25,1985-11-25,24
32.75,-117.25,1985-11-30,14
32.75,-117.25,1985-12-02,22
32.75,-117.25,1985-12-30,18
32.75,-117.25,1985-12-31,15
33,-117.25,1985-03-09,20
33,-117.25,1985-03-10,24
33,-117.25,1985-03-11,22
33,-117.25,1985-03-27,16
33,-117.25,1985-03-28,23
33,-117.25,1985-05-08,14
33,-117.25,1985-05-09,24
33,-117.25,1985-05-10,16
33,-117.25,1985-06-03,18
33,-117.25,1985-07-07,21
33,-117.25,1985-09-17,17
33,-117.25,1985-09-18,17
33,-117.25,1985-10-06,15
33,-117.25,1985-10-07,23
33,-117.25,1985-10-08,23
33,-117.25,1985-10-09,16
33,-117.25,1985-10-10,13
33,-117.25,1985-10-21,18
33,-117.25,1985-11-11,24
33,-117.25,1985-11-24,16
33,-117.25,1985-11-25,24
33,-117.25,1985-11-30,14
33,-117.25,1985-12-02,23
33,-117.25,1985-12-30,18
33,-117.25,1985-12-31,15
33.25,-117.5,1985-02-08,14
33.25,-117.5,1985-03-09,16
33.25,-117.5,1985-03-10,24
33.25,-117.5,1985-03-11,15
33.25,-117.5,1985-03-27,16
33.25,-117.5,1985-03-28,22
33.25,-117.5,1985-05-08,14
33.25,-117.5,1985-05-09,24
33.25,-117.5,1985-05-10,16
33.25,-117.5,1985-06-03,20
33.25,-117.5,1985-07-07,21
33.25,-117.5,1985-09-17,17
33.25,-117.5,1985-09-18,17
33.25,-117.5,1985-10-06,16
33.25,-117.5,1985-10-07,23
33.25,-117.5,1985-10-08,22
33.25,-117.5,1985-10-09,15
33.25,-117.5,1985-10-21,18
33.25,-117.5,1985-11-11,24
33.25,-117.5,1985-11-24,18
33.25,-117.5,1985-11-25,23
33.25,-117.5,1985-11-30,14
33.25,-117.5,1985-12-02,24
33.25,-117.5,1985-12-30,18
33.25,-117.5,1985-12-31,15
33.5,-117.75,1985-02-08,17
33.5,-117.75,1985-03-10,24
33.5,-117.75,1985-03-11,14
33.5,-117.75,1985-03-27,16
33.5,-117.75,1985-03-28,21
33.5,-117.75,1985-05-08,14
33.5,-117.75,1985-05-09,24
33.5,-117.75,1985-05-10,16
33.5,-117.75,1985-06-03,18
33.5,-117.75,1985-07-07,22
33.5,-117.75,1985-09-17,17
33.5,-117.75,1985-09-18,12
33.5,-117.75,1985-10-06,18
33.5,-117.75,1985-10-07,23
33.5,-117.75,1985-10-08,21
33.5,-117.75,1985-10-09,14
33.5,-117.75,1985-10-21,18
33.5,-117.75,1985-11-11,24
33.5,-117.75,1985-11-24,18
33.5,-117.75,1985-11-25,22
33.5,-117.75,1985-11-30,14
33.5,-117.75,1985-12-02,24
33.5,-117.75,1985-12-30,18
33.5,-117.75,1985-12-31,15
33.75,-118.25,1985-01-07,12
33.75,-118.25,1985-02-08,17
33.75,-118.25,1985-03-10,19
33.75,-118.25,1985-03-11,12
33.75,-118.25,1985-03-27,16
33.75,-118.25,1985-03-28,19
33.75,-118.25,1985-05-09,24
33.75,-118.25,1985-05-10,16
33.75,-118.25,1985-06-03,19
33.75,-118.25,1985-07-07,22
33.75,-118.25,1985-09-02,14
33.75,-118.25,1985-09-17,16
33.75,-118.25,1985-10-06,18
33.75,-118.25,1985-10-07,23
33.75,-118.25,1985-10-08,20
33.75,-118.25,1985-10-21,19
33.75,-118.25,1985-11-10,12
33.75,-118.25,1985-11-11,24
33.75,-118.25,1985-11-24,19
33.75,-118.25,1985-11-25,20
33.75,-118.25,1985-11-30,13
33.75,-118.25,1985-12-02,24
33.75,-118.25,1985-12-30,17
33.75,-118.25,1985-12-31,15
33.75,-118,1985-02-08,17
33.75,-118,1985-03-10,23
33.75,-118,1985-03-11,13
33.75,-118,1985-03-27,16
33.75,-118,1985-03-28,20
33.75,-118,1985-05-08,14
33.75,-118,1985-05-09,24
33.75,-118,1985-05-10,16
33.75,-118,1985-06-03,16
33.75,-118,1985-07-07,22
33.75,-118,1985-09-17,17
33.75,-118,1985-10-06,18
33.75,-118,1985-10-07,23
33.75,-118,1985-10-08,20
33.75,-118,1985-10-09,12
33.75,-118,1985-10-21,19
33.75,-118,1985-11-10,12
33.75,-118,1985-11-11,24
33.75,-118,1985-11-24,19
33.75,-118,1985-11-25,21
33.75,-118,1985-12-02,24
33.75,-118,1985-12-30,17
33.75,-118,1985-12-31,15
34,-119,1985-02-08,17
34,-119,1985-03-10,15
34,-119,1985-03-27,16
34,-119,1985-03-28,18
34,-119,1985-05-09,22
34,-119,1985-05-10,15
34,-119,1985-06-03,19
34,-119,1985-07-07,19
34,-119,1985-09-04,12
34,-119,1985-10-06,18
34,-119,1985-10-07,23
34,-119,1985-10-08,22
34,-119,1985-10-21,20
34,-119,1985-11-10,12
34,-119,1985-11-11,19
34,-119,1985-11-24,21
34,-119,1985-11-25,18
34,-119,1985-12-02,23
34,-119,1985-12-29,13
34,-119,1985-12-30,15
34,-119,1985-12-31,15
34,-118.75,1985-02-08,17
34,-118.75,1985-03-10,15
34,-118.75,1985-03-27,16
34,-118.75,1985-03-28,18
34,-118.75,1985-05-09,23
34,-118.75,1985-05-10,16
34,-118.75,1985-06-03,17
34,-118.75,1985-07-07,21
34,-118.75,1985-09-17,14
34,-118.75,1985-10-06,18
34,-118.75,1985-10-07,23
34,-118.75,1985-10-08,18
34,-118.75,1985-10-21,20
34,-118.75,1985-11-10,12
34,-118.75,1985-11-11,20
34,-118.75,1985-11-24,21
34,-118.75,1985-11-25,19
34,-118.75,1985-12-02,24
34,-118.75,1985-12-29,13
34,-118.75,1985-12-30,15
34,-118.75,1985-12-31,15
34,-118.5,1985-02-08,17
34,-118.5,1985-03-10,17
34,-118.5,1985-03-27,16
34,-118.5,1985-03-28,18
34,-118.5,1985-05-09,24
34,-118.5,1985-05-10,16
34,-118.5,1985-06-03,18
34,-118.5,1985-07-07,22
34,-118.5,1985-09-17,14
34,-118.5,1985-10-06,18
34,-118.5,1985-10-07,23
34,-118.5,1985-10-08,15
34,-118.5,1985-10-21,19
34,-118.5,1985-11-10,12
34,-118.5,1985-11-11,21
