latitude,longitude,date,count
32.5,-117,2004-01-02,19
32.5,-117,2004-01-03,12
32.5,-117,2004-01-07,12
32.5,-117,2004-02-26,19
32.5,-117,2004-05-19,16
32.5,-117,2004-10-17,21
32.5,-117,2004-10-18,14
32.5,-117,2004-10-19,24
32.5,-117,2004-10-20,24
32.5,-117,2004-10-21,13
32.5,-117,2004-10-27,17
32.5,-117,2004-10-28,18
32.5,-117,2004-12-27,19
32.5,-117,2004-12-28,24
32.5,-117,2004-12-29,24
32.5,-117,2004-12-31,15
32.75,-117.25,2004-01-02,21
32.75,-117.25,2004-01-03,12
32.75,-117.25,2004-02-26,19
32.75,-117.25,2004-05-19,15
32.75,-117.25,2004-10-17,21
32.75,-117.25,2004-10-18,14
32.75,-117.25,2004-10-19,24
32.75,-117.25,2004-10-20,24
32.75,-117.25,2004-10-21,12
32.75,-117.25,2004-10-27,17
32.75,-117.25,2004-10-28,16
32.75,-117.25,2004-12-27,20
32.75,-117.25,2004-12-28,24
32.75,-117.25,2004-12-29,24
32.75,-117.25,2004-12-31,16
33,-117.25,2004-01-02,24
33,-117.25,2004-01-03,12
33,-117.25,2004-01-07,12
33,-117.25,2004-02-26,19
33,-117.25,2004-05-19,15
33,-117.25,2004-10-17,21
33,-117.25,2004-10-18,14
33,-117.25,2004-10-19,24
33,-117.25,2004-10-20,24
33,-117.25,2004-10-27,17
33,-117.25,2004-10-28,16
33,-117.25,2004-12-27,20
33,-117.25,2004-12-28,24
33,-117.25,2004-12-29,24
33,-117.25,2004-12-31,17
33.25,-117.5,2004-01-02,24
33.25,-117.5,2004-01-07,12
33.25,-117.5,2004-02-26,18
33.25,-117.5,2004-05-19,13
33.25,-117.5,2004-10-17,22
33.25,-117.5,2004-10-18,14
33.25,-117.5,2004-10-19,24
33.25,-117.5,2004-10-20,24
33.25,-117.5,2004-10-27,17
33.25,-117.5,2004-12-27,18
33.25,-117.5,2004-12-28,24
33.25,-117.5,2004-12-29,23
33.25,-117.5,2004-12-31,19
33.5,-117.75,2004-01-02,24
33.5,-117.75,2004-01-07,13
33.5,-117.75,2004-02-26,17
33.5,-117.75,2004-07-14,14
33.5,-117.75,2004-10-17,21
33.5,-117.75,2004-10-18,14
33.5,-117.75,2004-10-19,24
33.5,-117.75,2004-10-20,24
33.5,-117.75,2004-10-27,13
33.5,-117.75,2004-12-27,21
33.5,-117.75,2004-12-28,24
33.5,-117.75,2004-12-29,23
33.5,-117.75,2004-12-31,22
33.75,-118.25,2004-01-02,24
33.75,-118.25,2004-01-07,12
33.75,-118.25,2004-02-26,16
33.75,-118.25,2004-10-17,22
33.75,-118.25,2004-10-18,14
33.75,-118.25,2004-10-19,24
33.75,-118.25,2004-10-20,24
33.75,-118.25,2004-12-27,24
33.75,-118.25,2004-12-28,19
33.75,-118.25,2004-12-29,23
33.75,-118.25,2004-12-31,21
33.75,-118,2004-01-02,24
33.75,-118,2004-01-07,13
33.75,-118,2004-02-26,16
33.75,-118,2004-10-17,21
33.75,-118,2004-10-18,14
33.75,-118,2004-10-19,24
33.75,-118,2004-10-20,24
33.75,-118,2004-12-27,22
33.75,-118,2004-12-28,20
33.75,-118,2004-12-29,23
33.75,-118,2004-12-31,22
34,-119,2004-01-02,24
34,-119,2004-02-16,12
34,-119,2004-02-26,15
34,-119,2004-10-17,23
34,-119,2004-10-18,14
34,-119,2004-10-19,20
34,-119,2004-10-20,24
34,-119,2004-12-27,24
34,-119,2004-12-28,19
34,-119,2004-12-29,13
34,-119,2004-12-31,19
34,-118.75,2004-01-02,24
34,-118.75,2004-01-07,12
34,-118.75,2004-02-16,15
34,-118.75,2004-02-26,15
34,-118.75,2004-07-19,16
34,-118.75,2004-10-17,22
34,-118.75,2004-10-18,14
34,-118.75,2004-10-19,22
34,-118.75,2004-10-20,24
34,-118.75,2004-12-27,24
34,-118.75,2004-12-28,19
34,-118.75,2004-12-29,19
34,-118.75,2004-12-31,20
34,-118.5,2004-01-02,24
34,-118.5,2004-01-07,12
34,-118.5,2004-02-16,13
34,-118.5,2004-02-26,15
34,-118.5,2004-07-19,16
34,-118.5,2004-10-17,22
34,-118.5,2004-10-18,14
34,-118.5,2004-10-19,23
34,-118.5,2004-10-20,24
34,-118.5,2004-12-27,24
34,-118.5,2004-12-28,19
34,-118.5,2004-12-29,20
34,-118.5,2004-12-31,20
34.25,-119.25,2004-01-02,24
34.25,-119.25,2004-02-16,18
34.25,-119.25,2004-02-26,14
34.25,-119.25,2004-10-17,23
34.25,-119.25,2004-10-18,14
34.25,-119.25,2004-10-19,19
34.25,-119.25,2004-10-20,23
34.25,-119.25,2004-12-27,24
34.25,-119.25,2004-12-28,19
34.25,-119.25,2004-12-31,18
34.5,-120.5,2004-01-02,20
34.5,-120.5,2004-10-17,24
34.5,-120.5,2004-10-19,19
34.5,-120.5,2004-10-20,19
34.5,-120.5,2004-12-27,24
34.5,-120.5,2004-12-28,15
34.5,-120.5,2004-12-31,16
34.5,-120.25,2004-01-02,21
34.5,-120.25,2004-10-17,24
34.5,-120.25,2004-10-19,19
34.5,-120.25,2004-10-20,19
34.5,-120.25,2004-12-27,24
34.5,-120.25,2004-12-28,17
34.5,-120.25,2004-12-31,16
34.5,-120,2004-01-02,22
34.5,-120,2004-02-26,12
34.5,-120,2004-10-17,24
34.5,-120,2004-10-19,19
34.5,-120,2004-10-20,20
34.5,-120,2004-12-27,24
34.5,-120,2004-12-28,19
34.5,-120,2004-12-31,17
34.5,-119.75,2004-01-02,24
34.5,-119.75,2004-02-16,14
34.5,-119.75,2004-02-26,13
34.5,-119.75,2004-10-17,24
34.5,-119.75,2004-10-19,19
34.5,-119.75,2004-10-20,21
34.5,-119.75,2004-12-27,24
34.5,-119.75,2004-12-28,19
34.5,-119.75,2004-12-31,17
34.5,-119.5,2004-01-02,24
34.5,-119.5,2004-02-16,18
34.5,-119.5,2004-02-26,13
34.5,-119.5,2004-10-17,23
34.5,-119.5,2004-10-18,14
34.5,-119.5,2004-10-19,19
34.5,-119.5,2004-10-20,22
34.5,-119.5,2004-12-27,24
34.5,-119.5,2004-12-28,19
34.5,-119.5,2004-12-31,18
34.75,-120.5,2004-01-02,19
34.75,-120.5,2004-10-17,24
34.75,-120.5,2004-10-19,19
34.75,-120.5,2004-10-20,18
34.75,-120.5,2004-12-27,24
34.75,-120.5,2004-12-28,17
34.75,-120.5,2004-12-31,16
35,-120.5,2004-01-01,12
35,-120.5,2004-01-02,19
35,-120.5,2004-02-16,13
35,-120.5,2004-10-17,24
35,-120.5,2004-10-19,19
35,-120.5,2004-10-20,18
35,-120.5,2004-12-27,24
35,-120.5,2004-12-28,17
35,-120.5,2004-12-31,16
35.25,-120.75,2004-01-01,13
35.25,-120.75,2004-01-02,17
35.25,-120.75,2004-02-16,16
35.25,-120.75,2004-02-17,15
35.25,-120.75,2004-02-18,13
35.25,-120.75,2004-02-25,12
35.25,-120.75,2004-05-28,13
35.25,-120.75,2004-10-17,24
35.25,-120.75,2004-10-19,19
35.25,-120.75,2004-10-20,18
35.25,-120.75,2004-12-27,24
35.25,-120.75,2004-12-28,13
35.25,-120.75,2004-12-31,15
35.5,-121,2004-01-01,14
35.5,-121,2004-01-02,15
35.5,-121,2004-02-16,19
35.5,-121,2004-02-17,21
35.5,-121,2004-02-18,17
35.5,-121,2004-02-25,13
35.5,-121,2004-05-28,15
35.5,-121,2004-10-17,24
35.5,-121,2004-10-19,19
35.5,-121,2004-10-20,17
35.5,-121,2004-12-27,24
35.5,-121,2004-12-28,12
35.5,-121,2004-12-31,15
35.75,-121.25,2004-01-01,15
35.75,-121.25,2004-01-02,14
35.75,-121.25,2004-02-16,20
35.75,-121.25,2004-02-17,24
35.75,-121.25,2004-02-18,16
35.75,-121.25,2004-02-25,13
35.75,-121.25,2004-05-28,16
35.75,-121.25,2004-10-17,24
35.75,-121.25,2004-10-19,19
35.75,-121.25,2004-10-20,16
35.75,-121.25,2004-12-07,14
35.75,-121.25,2004-12-27,24
35.75,-121.25,2004-12-28,12
35.75,-121.25,2004-12-31,15
36,-121.5,2004-01-01,16
36,-121.5,2004-01-02,12
36,-121.5,2004-02-16,21
36,-121.5,2004-02-17,24
36,-121.5,2004-02-18,15
36,-121.5,2004-02-25,13
36,-121.5,2004-05-28,19
36,-121.5,2004-10-17,24
36,-121.5,2004-10-19,19
36,-121.5,2004-10-20,15
36,-121.5,2004-12-07,14
36,-121.5,2004-12-27,24
36,-121.5,2004-12-31,14
36.25,-121.75,2004-01-01,16
36.25,-121.75,2004-02-16,23
36.25,-121.75,2004-02-17,24
36.25,-121.75,2004-02-18,15
36.25,-121.75,2004-02-25,15
36.25,-121.75,2004-05-28,19
36.25,-121.75,2004-10-17,20
36.25,-121.75,2004-10-19,19
36.25,-121.75,2004-10-20,14
36.25,-121.75,2004-12-07,14
36.25,-121.75,2004-12-27,24
36.25,-121.75,2004-12-31,14
36.5,-122,2004-01-01,17
36.5,-122,2004-01-08,17
36.5,-122,2004-02-16,23
36.5,-122,2004-02-17,24
36.5,-122,2004-02-18,14
36.5,-122,2004-02-25,15
36.5,-122,2004-05-28,20
36.5,-122,2004-09-12,14
36.5,-122,2004-10-17,19
36.5,-122,2004-10-19,18
36.5,-122,2004-10-20,13
36.5,-122,2004-12-07,14
36.5,-122,2004-12-27,24
36.5,-122,2004-12-31,13
36.75,-121.75,2004-01-01,18
36.75,-121.75,2004-02-16,23
36.75,-121.75,2004-02-17,24
36.75,-121.75,2004-02-18,15
36.75,-121.75,2004-02-25,15
36.75,-121.75,2004-05-28,19
36.75,-121.75,2004-10-17,17
36.75,-121.75,2004-10-19,18
36.75,-121.75,2004-10-20,14
36.75,-121.75,2004-12-07,14
36.75,-121.75,2004-12-27,24
36.75,-121.75,2004-12-31,14
37,-122.25,2004-01-01,18
37,-122.25,2004-01-07,14
37,-122.25,2004-01-08,19
37,-122.25,2004-01-09,16
37,-122.25,2004-02-16,23
37,-122.25,2004-02-17,24
37,-122.25,2004-02-18,13
37,-122.25,2004-02-25,16
37,-122.25,2004-05-28,19
37,-122.25,2004-09-12,19
37,-122.25,2004-10-17,15
37,-122.25,2004-10-19,18
37,-122.25,2004-12-07,14
37,-122.25,2004-12-27,24
37,-122,2004-01-01,18
37,-122,2004-01-07,14
37,-122,2004-01-08,15
37,-122,2004-02-16,23
37,-122,2004-02-17,24
37,-122,2004-02-18,14
37,-122,2004-02-25,15
37,-122,2004-05-28,19
37,-122,2004-09-12,13
37,-122,2004-10-17,15
37,-122,2004-10-19,18
37,-122,2004-10-20,12
37,-122,2004-12-07,15
37,-122,2004-12-27,24
37.25,-122.5,2004-01-01,18
37.25,-122.5,2004-01-07,17
37.25,-122.5,2004-01-08,20
37.25,-122.5,2004-01-09,23
37.25,-122.5,2004-02-16,23
37.25,-122.5,2004-02-17,24
37.25,-122.5,2004-02-18,12
37.25,-122.5,2004-02-25,17
37.25,-122.5,2004-05-28,17
37.25,-122.5,2004-09-12,20
37.25,-122.5,2004-10-17,13
37.25,-122.5,2004-10-19,18
37.25,-122.5,2004-12-07,13
37.25,-122.5,2004-12-27,24
37.5,-122.5,2004-01-01,17
37.5,-122.5,2004-01-07,14
37.5,-122.5,2004-01-08,20
37.5,-122.5,2004-01-09,22
37.5,-122.5,2004-02-16,23
37.5,-122.5,2004-02-17,24
37.5,-122.5,2004-02-18,12
37.5,-122.5,2004-02-25,17
